Primary__Hotel Name,Primary__Google Travel,Primary__Total Reviews,Primary__Rating,Primary__Hotel Address,Primary__Contact Number,Primary__Official Website Link,Primary__Date,Primary__Check In Time,Primary__Check Out Time,Rates__Site Name,Rates__Price,Reviews__name,Reviews__review,Reviews__service rate__Rooms,Reviews__service rate__Service,Reviews__service rate__Location,Tripadvisor Ratings__Location,Tripadvisor Ratings__Cleanliness,Tripadvisor Ratings__Service,Tripadvisor Ratings__Value
,,,,,,,,,,,,Bobbie Behnke,"The hotel was easy to find.  It's out in the country a little, but signs are clearly posted to help you find the building.  It was close to the outlet mall too.  The room was clean, but I think something was wrong with the heater.  It became very hot in the middle of the night.  The only real drawback was that there weren't a lot of delivery places nearby, but a Pizza Hut was 5 to 10 minutes from the hotel.  It was a little too far away to deliver.  Otherwise,  the hotel had frozen pizzas for $10 and they would cook it for you.",,,,,,,
,,,,,,,,,,,,missy,"this hotel is very nice, pool area is very large. The place was clean and quiet. The only improvements I would make are signs closer to main roads to show how to get there. It was hard to find. Hot tub was huge but not hot.",5,5,2,,,,
,,,,,,,,,,,,Anonymous,Hotel has some bright spots. Mostly around the check in area. Other areas the carpet is dirty and old. Only one working ice machine for the 3 floors. Pool is large and going through some construction so that could be nice.,,,,,,,
,,,,,,,,,,,,Anonymous,Hotel was very nice. They were in process of remodeling so I am sure it will be even better next time we go. The staff was very friendly and helpful. Breakfast was good and we even had a choice of two kinds of waffles which I haven't seen at other hotels.,,,,,,,
,,,,,,,,,,,,Anonymous,"Have stayed here before.  It is convenient to family members in Watertown, J.Creek and Milwaukee. I love that there are open fields around the hotel, a pond with geese, their babies and egrets.  The drive to and from Watertown on Y  is very enjoyable.  I love the coffee with flavored creamers available 24/7 and the lemon water.",,,,,,,
,,,,,,,,,,,,Anonymous,There was a problem with drain in bathroom basin draining slowly but we reported it.  We had to unplug the frig as it was making a clicking sound.  Staff are very kind and helpful. Everything was clean with updated furnishings.  The pool was being remodeled so was not able to use it.,,1,,,,,
,,,,,,,,,,,,Anonymous,"We stayed here while at Wisconsin Sheep and Wool Festival at Jefferson. Decent breakfast, but no bacon, could have a few more selections. …",,,,,,,
,,,,,,,,,,,,Amanda Barber,"The hotel itself seemed updated and clean. The room however had missing artwork, and crumbs in the pullout bed and on the pullout sheets. The staff was friendly but unable to deliver new sheets or necessary items since there was only one person working. The breakfast was a typical breakfast with scrambled eggs, sausage, cereal, yogurt, breads and pastries, and make your own waffles.",,,,,,,
,,,,,,,,,,,,Eylon Sorek,"I really don't like to write negative reviews, but I', doing this both for the hotel's management and future guests.It was a business trip for me and WiFi was critical. There is a very poor (practically zero) WiFi signal at the room, very slow and small connectivity at the lobby. I was asking/begging for them to do something - and they don't really care. The hotel/room/breakfast are all good, but this internet connectivity (and their attitude) caused me a lot of troubles.",,,,,,,
,,,,,,,,,,,,Anonymous,"Great service, nice clean and contemporary room. Breakfast was nasty. Will be staying again in April, so will be bringing own breakfast and lunch Because banquet lunch was cold cuts and potato chips. Not fault of staff....poor quality choices they are given to serve us.",,,,,,,
,,,,,,,,,,,,Anonymous,The staff was friendly but not knowledgeable.  I did love the bathroom and walk in shower.   WiFi did not work at all.  Breakfast was good.  Ants and fleas in room...told housekeeping but heard nothing after.  Did not receive the best rate.  No explanation of rewards or choice privileges when I signed up.,,,,,,,
,,,,,,,,,,,,Anonymous,Just after our stay both kids (my daughter and her friend) developed a rash that is consistent with a bacteria infection from a hot tub that hadn’t been properly cleaned. This was confirmed by the pediatrician. …,,,,,,,
,,,,,,,,,,,,Connie Plier,Had 2 cancel reservation. Nothing but trouble making a reservation in aug for a oct wedding. Employee couldnt quite the rate for the wedding so she had to book it for a higher rate. I asked if i could cancel at anytime she said yes. I got a email 1 day before the wedding and i was charged the higher rate of $199 plus tax I called hotel to try to get some answers or cancell. All they said they could do was investigate the case  they also called me sir! They also said i couldn't cancel. What a mess! Not happy with this hotel management or they way they handled this. I might be out $235.00 but if they do their investigation of listening to recorded phone call of my reservation they should clearly see what this employee did wrong & give me my $$ back!,,,,,,,
,,,,,,,,,,,,Diane Selle,Stayed here November 11. First room on 3rd floor had mold on curtain and tv didn't work. Requested a different room. This one was better but shower curtain had stains on that looked like fieses. After a bad room in Madison Comfort Inn Airport was hoping for a better experience. Didn't start off very good. Have stayed in many Comfort Inns and this last weekend I was really disappointed. Wish I could be the hotel surprise inspection person. Would teach them how to vacuum and clean in corners and edges of carpets.,,,,,,,
,,,,,,,,,,,,Anonymous,We were there for a wedding and I called to request our two rooms ready early as we were coming from out of town. …,,,,,,,
,,,,,,,,,,,,Anonymous,I would rate it 3 out of 5Housekeeping was not good. Room had crumbs on the sofa. Small pieces of garbage on floor. Bathroom mirror had toothpaste splatter. …,,,,,,,
,,,,,,,,,,,,Anonymous,Do not stay here the our first room was gross and our second room was not much better paid the price to gave a pool and hot tub couldn’t use either of them. Do not stay here,,,,,,,
,,,,,,,,,,,,Doc60,We spent 110 days at Choice Hotels last year - mostly Comfort Suites. With a reduced travel schedule this year we anticipate 30 nights this year. …,,,,,,,
,,,,,,,,,,,,Anonymous,"We stayed at this hotel because we were guests of a wedding in the area, we most likely would never return. Upon arrival there were bugs I killed in the bathroom and upon waking the next morning we had a ton of ants in the bathroom. …",,,,,,,
,,,,,,,,,,,,Anonymous,Overall awesome place to stay!  It is a little out of the way but this place is away from all this hustle and bustle of everyday life and offers an amazing experience.  …,,,,,,,
,,,,,,,,,,,,Anonymous,This hotel felt new and modern. Sufficient electrical plugs were available for all of my technology. Room size was quite generous. Halls are wide and well lighted. Breakfast are was huge and all organized.,,,,,,,
,,,,,,,,,,,,Anonymous,Great hotel stay!  Room was large and clean.  The hotel staff was very welcoming and competent.  Enjoyed the complimentary breakfast.  Would have enjoyed the large pool if we had more time.,,,,,,,
,,,,,,,,,,,,Anonymous,"This is the type of hotel I think of when I want comfort.  The employees are kind and genuinely interested in your pleasurable experience.  Nice to see a place to meet and greet other folks.  Ha -  I wish I had a pool to play in like the one on site, when I was a kid.   Great stay -  I'll be back on my next trip to the area.",,,,,,,
,,,,,,,,,,,,Anonymous,"We hosted a Spyder motorcycle rally in Johnson Creek WI, Comfort Suites was the Host Hotel, We pretty much had every room booked for our event. …",,,,,,,
,,,,,,,,,,,,Carina Mac,"I am only giving a 3 cuz i finally got someone to answer my call and answer my questions.First thing, if you have more than 2 pets, they dont allow you to stay but when we call the front desk they told us unlimited.  2nd, my sister try calling to brook for her wedding many times and they keep saying they will call back but never did. They did the same thing to me and i never got a call back. I have to call again to get my answer finally.Edited after staying: ppl are great at the place. Friendly ppl and room were comfy. They check us in right away and make sure we were comfy. We brought our pets with us which was great. Breakfast was served. Ppl were great at the hotel. Ppl call us back for room, not so much.",,,,,,,
,,,,,,,,,,,,Anonymous,"The hotel was very nice visually. The decor was nice and neutral. Not the usual gaudy colors. I would have liked to try the breakfast, but there were too many people and no clear lines so people were cutting in. Overall a good experience though.",,,,,,,
,,,,,,,,,,,,VickiBee,"This motel is located away from the busyness of the outlet mall.  It's a modern facility and has a nice decor.  The rooms are spacious, as is the breakfast area, which has a nice variety of breakfast food.  All in all, the motel is a very pleasant place to spend a few nights.",,,,,,,
